# SCION core AS topology
#
# Format:
# provider_ASN|customer_ASN|-1
# peer_ASN1|peer_ASN2|0
3356|42|-1
3356|81|-1
3356|101|-1
3356|202|-1
3356|293|-1
3356|553|-1
3356|577|-1
3356|680|-1
3356|766|-1
3356|786|-1
3356|812|-1
3356|852|-1
3356|855|-1
3356|1031|-1
3356|1267|-1
3356|1273|-1
3356|1680|-1
3356|1764|-1
3356|1828|-1
3356|1836|-1
3356|2116|-1
3356|2119|-1
3356|2152|-1
3356|2497|-1
3356|2516|-1
3356|2519|-1
3356|2611|-1
3356|2614|-1
3356|2711|-1
3356|3214|-1
3356|3216|-1
3356|3223|-1
3356|3255|-1
3356|3292|-1
3356|3302|-1
3356|3303|-1
3356|3399|-1
3356|3549|-1
3356|3561|-1
3356|3605|-1
3356|3737|-1
3356|3741|-1
3356|3786|-1
3356|3908|-1
3356|3910|-1
3356|4058|-1
3356|4134|-1
3356|4213|-1
3356|4229|-1
3356|4230|-1
3356|4455|-1
3356|4637|-1
3356|4648|-1
3356|4657|-1
3356|4766|-1
3356|4775|-1
3356|4809|-1
3356|4826|-1
3356|4837|-1
3356|5391|-1
3356|5400|-1
3356|5410|-1
3356|5413|-1
3356|5432|-1
3356|5578|-1
3356|5603|-1
3356|5606|-1
3356|5650|-1
3356|5713|-1
3356|6057|-1
3356|6079|-1
3356|6128|-1
3356|6181|-1
3356|6327|-1
3356|6619|-1
3356|6663|-1
3356|6667|-1
3356|6696|-1
3356|6697|-1
3356|6758|-1
3356|6768|-1
3356|6849|-1
3356|6922|-1
3356|6939|-1
3356|6983|-1
3356|7015|-1
3356|7016|-1
3356|7049|-1
3356|7131|-1
3356|7195|-1
3356|7303|-1
3356|7311|-1
3356|7342|-1
3356|7459|-1
3356|7474|-1
3356|7575|-1
3356|7642|-1
3356|7713|-1
3356|7725|-1
3356|7795|-1
3356|7843|-1
3356|7922|-1
3356|8001|-1
3356|8047|-1
3356|8103|-1
3356|8151|-1
3356|8220|-1
3356|8262|-1
3356|8280|-1
3356|8304|-1
3356|8359|-1
3356|8400|-1
3356|8422|-1
3356|8447|-1
3356|8452|-1
3356|8455|-1
3356|8468|-1
3356|8473|-1
3356|8501|-1
3356|8551|-1
3356|8560|-1
3356|8637|-1
3356|8680|-1
3356|8697|-1
3356|8708|-1
3356|8717|-1
3356|8751|-1
3356|8767|-1
3356|8781|-1
3356|8849|-1
3356|8866|-1
3356|8881|-1
3356|8926|-1
3356|8932|-1
3356|8966|-1
3356|8968|-1
3356|9002|-1
3356|9009|-1
3356|9050|-1
3356|9063|-1
3356|9116|-1
3356|9121|-1
3356|9125|-1
3356|9136|-1
3356|9145|-1
3356|9268|-1
3356|9269|-1
3356|9299|-1
3356|9500|-1
3356|9505|-1
3356|9607|-1
3356|9680|-1
3356|9924|-1
3356|9957|-1
3356|10099|-1
3356|10310|-1
3356|10396|-1
3356|10753|-1
3356|10796|-1
3356|10835|-1
3356|10886|-1
3356|11019|-1
3356|11096|-1
3356|11172|-1
3356|11232|-1
3356|11260|-1
3356|11404|-1
3356|11432|-1
3356|11492|-1
3356|12025|-1
3356|12083|-1
3356|12085|-1
3356|12129|-1
3356|12189|-1
3356|12200|-1
3356|12213|-1
3356|12252|-1
3356|12297|-1
3356|12301|-1
3356|12306|-1
3356|12338|-1
3356|12389|-1
3356|12400|-1
3356|12479|-1
3356|12552|-1
3356|12578|-1
3356|12605|-1
3356|12615|-1
3356|12703|-1
3356|12713|-1
3356|12741|-1
3356|12778|-1
3356|12874|-1
3356|12883|-1
3356|12912|-1
3356|12963|-1
3356|13101|-1
3356|13110|-1
3356|13194|-1
3356|13213|-1
3356|13249|-1
3356|13293|-1
3356|13335|-1
3356|13354|-1
3356|13367|-1
3356|13415|-1
3356|13649|-1
3356|13767|-1
3356|13876|-1
3356|13984|-1
3356|13999|-1
3356|14041|-1
3356|14230|-1
3356|14244|-1
3356|14259|-1
3356|14265|-1
3356|14282|-1
3356|14754|-1
3356|14840|-1
3356|14868|-1
3356|15085|-1
3356|15133|-1
3356|15399|-1
3356|15557|-1
3356|15576|-1
3356|15589|-1
3356|15598|-1
3356|15600|-1
3356|15605|-1
3356|15695|-1
3356|15704|-1
3356|15763|-1
3356|15802|-1
3356|15830|-1
3356|15924|-1
3356|15932|-1
3356|15958|-1
3356|15994|-1
3356|16030|-1
3356|16086|-1
3356|16097|-1
3356|16247|-1
3356|16347|-1
3356|16397|-1
3356|16553|-1
3356|16637|-1
3356|16735|-1
3356|16851|-1
3356|17054|-1
3356|17072|-1
3356|17222|-1
3356|17378|-1
3356|17557|-1
3356|17639|-1
3356|17675|-1
3356|17984|-1
3356|18001|-1
3356|18403|-1
3356|18450|-1
3356|18734|-1
3356|19108|-1
3356|19151|-1
3356|19332|-1
3356|19551|-1
3356|19752|-1
3356|19844|-1
3356|19855|-1
3356|19930|-1
3356|20115|-1
3356|20141|-1
3356|20207|-1
3356|20214|-1
3356|20473|-1
3356|20485|-1
3356|20647|-1
3356|20676|-1
3356|20764|-1
3356|20771|-1
3356|20804|-1
3356|20836|-1
3356|21013|-1
3356|21277|-1
3356|21320|-1
3356|21385|-1
3356|21413|-1
3356|21473|-1
3356|21497|-1
3356|21574|-1
3356|21575|-1
3356|21859|-1
3356|21949|-1
3356|22047|-1
3356|22284|-1
3356|22381|-1
3356|22548|-1
3356|22689|-1
3356|22724|-1
3356|22799|-1
3356|22822|-1
3356|22909|-1
3356|22925|-1
3356|23005|-1
3356|23106|-1
3356|23314|-1
3356|23764|-1
3356|23856|-1
3356|24088|-1
3356|24295|-1
3356|24429|-1
3356|24637|-1
3356|24875|-1
3356|24940|-1
3356|24961|-1
3356|25003|-1
3356|25091|-1
3356|25180|-1
3356|25394|-1
3356|25645|-1
3356|25818|-1
3356|25899|-1
3356|26134|-1
3356|26592|-1
3356|26827|-1
3356|27330|-1
3356|27552|-1
3356|27566|-1
3356|27693|-1
3356|27747|-1
3356|27822|-1
3356|27843|-1
3356|27947|-1
3356|27951|-1
3356|27986|-1
3356|28126|-1
3356|28146|-1
3356|28158|-1
3356|28173|-1
3356|28186|-1
3356|28198|-1
3356|28201|-1
3356|28210|-1
3356|28220|-1
3356|28258|-1
3356|28283|-1
3356|28329|-1
3356|28343|-1
3356|28359|-1
3356|28394|-1
3356|28513|-1
3356|28580|-1
3356|28598|-1
3356|28649|-1
3356|28910|-1
3356|29049|-1
3356|29075|-1
3356|29119|-1
3356|29314|-1
3356|29357|-1
3356|29396|-1
3356|29405|-1
3356|29518|-1
3356|29608|-1
3356|29632|-1
3356|29695|-1
3356|29802|-1
3356|29884|-1
3356|29933|-1
3356|30371|-1
3356|30517|-1
3356|30781|-1
3356|30844|-1
3356|30950|-1
3356|30990|-1
3356|31027|-1
3356|31042|-1
3356|31133|-1
3356|31216|-1
3356|31242|-1
3356|31252|-1
3356|31287|-1
3356|31313|-1
3356|31500|-1
3356|32098|-1
3356|32323|-1
3356|32425|-1
3356|32550|-1
3356|32621|-1
3356|32787|-1
3356|33132|-1
3356|33154|-1
3356|33287|-1
3356|33438|-1
3356|33489|-1
3356|33490|-1
3356|33491|-1
3356|33651|-1
3356|33652|-1
3356|33657|-1
3356|33660|-1
3356|33662|-1
3356|33667|-1
3356|33668|-1
3356|33771|-1
3356|33891|-1
3356|34224|-1
3356|34304|-1
3356|34549|-1
3356|34594|-1
3356|34779|-1
3356|34867|-1
3356|34927|-1
3356|34984|-1
3356|35179|-1
3356|35280|-1
3356|35297|-1
3356|35320|-1
3356|35625|-1
3356|35805|-1
3356|35913|-1
3356|36086|-1
3356|36149|-1
3356|36236|-1
3356|36351|-1
3356|36868|-1
3356|36994|-1
3356|37084|-1
3356|37100|-1
3356|37271|-1
3356|37282|-1
3356|37468|-1
3356|37497|-1
3356|37662|-1
3356|37693|-1
3356|37721|-1
3356|38022|-1
3356|38040|-1
3356|38193|-1
3356|38757|-1
3356|39180|-1
3356|39386|-1
3356|39686|-1
3356|39737|-1
3356|40676|-1
3356|40948|-1
3356|41095|-1
3356|41206|-1
3356|41313|-1
3356|41327|-1
3356|41805|-1
3356|41998|-1
3356|42020|-1
3356|42346|-1
3356|42739|-1
3356|42831|-1
3356|42927|-1
3356|43061|-1
3356|43289|-1
3356|43350|-1
3356|43561|-1
3356|43578|-1
3356|43766|-1
3356|44600|-1
3356|44735|-1
3356|44901|-1
3356|45204|-1
3356|45489|-1
3356|45543|-1
3356|45758|-1
3356|45903|-1
3356|46786|-1
3356|46887|-1
3356|47605|-1
3356|47692|-1
3356|47787|-1
3356|47794|-1
3356|47872|-1
3356|47887|-1
3356|48237|-1
3356|49282|-1
3356|49544|-1
3356|49600|-1
3356|49685|-1
3356|49808|-1
3356|49824|-1
3356|49981|-1
3356|50010|-1
3356|50266|-1
3356|50606|-1
3356|50607|-1
3356|50629|-1
3356|51561|-1
3356|52341|-1
3356|52361|-1
3356|52444|-1
3356|52554|-1
3356|52573|-1
3356|52579|-1
3356|52613|-1
3356|52630|-1
3356|52863|-1
3356|52871|-1
3356|52872|-1
3356|52925|-1
3356|52941|-1
3356|53013|-1
3356|53062|-1
3356|53065|-1
3356|53115|-1
3356|53137|-1
3356|53181|-1
3356|53184|-1
3356|53264|-1
3356|53597|-1
3356|54527|-1
3356|54588|-1
3356|55410|-1
3356|55644|-1
3356|55685|-1
3356|56630|-1
3356|56665|-1
3356|57344|-1
3356|57811|-1
3356|57866|-1
3356|58453|-1
3356|58552|-1
3356|59605|-1
3356|60011|-1
3356|60051|-1
3356|60280|-1
3356|60924|-1
3356|61157|-1
3356|61317|-1
3356|61512|-1
3356|61582|-1
3356|61595|-1
3356|61599|-1
3356|61689|-1
3356|61832|-1
3356|61923|-1
3356|62081|-1
3356|62240|-1
3356|63199|-1
3356|63927|-1
3356|64049|-1
3356|64200|-1
3356|132203|-1
3356|135391|-1
3356|135607|-1
3356|136897|-1
3356|139341|-1
3356|197068|-1
3356|198949|-1
3356|199524|-1
3356|199803|-1
3356|200020|-1
3356|200845|-1
3356|200899|-1
3356|201706|-1
3356|202746|-1
3356|204523|-1
3356|205103|-1
3356|208905|-1
3356|212708|-1
3356|262206|-1
3356|262288|-1
3356|262355|-1
3356|262474|-1
3356|262476|-1
3356|262493|-1
3356|262503|-1
3356|262589|-1
3356|262596|-1
3356|262740|-1
3356|262847|-1
3356|262851|-1
3356|262907|-1
3356|263009|-1
3356|263080|-1
3356|263097|-1
3356|263144|-1
3356|263237|-1
3356|263444|-1
3356|263482|-1
3356|263558|-1
3356|263616|-1
3356|263702|-1
3356|263774|-1
3356|263877|-1
3356|263903|-1
3356|263966|-1
3356|263998|-1
3356|264293|-1
3356|264409|-1
3356|264668|-1
3356|265022|-1
3356|265061|-1
3356|265078|-1
3356|265269|-1
3356|266009|-1
3356|266167|-1
3356|266181|-1
3356|266201|-1
3356|266233|-1
